,hero_name,stat_name,stat_category
12024,Mercy,Barrier Damage Done,general
12026,Mercy,Critical Hit Accuracy,some_shared
12027,Mercy,Critical Hits,some_shared
12039,Mercy,Objective Kills,general
12052,Mercy,Time Discorded,some_shared
12391,Ana,Multikills,general
12410,Ana,Solo Kills,general
12413,Ana,Time Discorded,some_shared
12566,Brigitte,Multikills,general
14004,Sigma,Multikills,general
14081,Ashe,Turrets Destroyed,some_shared
14450,Widowmaker,Assists,general
14455,Widowmaker,Damage - Quick Melee,some_shared
14456,Widowmaker,Damage - Venom Mine,hero_specific
14465,Widowmaker,Quick Melee Accuracy,some_shared
14466,Widowmaker,Quick Melee Hits,some_shared
14945,Widowmaker,Infra-Sight Efficiency,some_shared
14947,Widowmaker,Objective Kills,general
14948,Widowmaker,Objective Time,general
14950,Widowmaker,Recon Assists,some_shared
14960,Widowmaker,Solo Kills,general
15340,Junkrat,All Damage Done,general
15341,Junkrat,Assists,general
15343,Junkrat,Barrier Damage Done,general
15344,Junkrat,Concussion Mine Kills,hero_specific
15345,Junkrat,Damage - Concussion Mine,hero_specific
15346,Junkrat,Damage - Weapon,some_shared
15347,Junkrat,Damage Taken,general
15348,Junkrat,Deaths,general
15349,Junkrat,Eliminations,general
15350,Junkrat,Final Blows,general
15351,Junkrat,Frag Launcher Direct Hits,hero_specific
15352,Junkrat,Healing Received,general
15353,Junkrat,Hero Damage Done,general
15354,Junkrat,Knockback Kills,some_shared
15355,Junkrat,Objective Kills,general
15356,Junkrat,Objective Time,general
15358,Junkrat,Shots Hit,some_shared
15363,Junkrat,Time Holding Ultimate,general
15366,Junkrat,Ultimates Used,general
15367,Junkrat,Weapon Accuracy,some_shared
15383,Pharah,Knockback Kills,some_shared
15394,Pharah,Time Discorded,some_shared
15444,Symmetra,Multikills,general
15468,Symmetra,Time Hacked,some_shared
16099,Doomfist,Turrets Destroyed,some_shared
16150,Junkrat,Damage - Steel Trap,hero_specific
16155,Junkrat,Enemies Trapped,hero_specific
16167,Junkrat,Solo Kills,general
16173,Junkrat,Turrets Destroyed,some_shared
16300,Zarya,Turrets Destroyed,some_shared
16353,Reinhardt,Multikills,general
16505,Baptiste,Turrets Destroyed,some_shared
16722,Pharah,Solo Kills,general
17068,Mercy,Critical Hit Kills,some_shared
17076,Mercy,Final Blows,general
17365,Ashe,Time Hacked,some_shared
17404,Soldier: 76,Average Time Alive,general
17686,Wrecking Ball,Multikills,general
17762,Zenyatta,Melee Final Blows,some_shared
17967,Widowmaker,Time Discorded,some_shared
18131,Widowmaker,Time Hacked,some_shared
18239,Brigitte,Solo Kills,general
18405,Mercy,Damage - Quick Melee,some_shared
18418,Mercy,Melee Final Blows,some_shared
18423,Mercy,Quick Melee Accuracy,some_shared
18424,Mercy,Quick Melee Hits,some_shared
18431,Mercy,Solo Kills,general
18471,Orisa,Damage - Quick Melee,some_shared
18485,Orisa,Quick Melee Accuracy,some_shared
18486,Orisa,Quick Melee Hits,some_shared
18497,Orisa,Time Hacked,some_shared
18764,Genji,Multikills,general
19705,Mercy,Time Hacked,some_shared
19758,Wrecking Ball,Environmental Kills,some_shared
19832,Brigitte,Environmental Kills,some_shared
20817,Mei,Melee Final Blows,some_shared
21316,Sombra,Melee Final Blows,some_shared
21525,Pharah,Multikills,general
22106,Mei,Time Discorded,some_shared
28873,McCree,Turrets Destroyed,some_shared
31308,Mei,Multikills,general
32881,Reinhardt,Solo Kills,general
32982,D.Va,Turrets Destroyed,some_shared
34322,Symmetra,Turrets Destroyed,some_shared
34860,Doomfist,Environmental Kills,some_shared
34867,Doomfist,Multikills,general
34901,Echo,Turrets Destroyed,some_shared
34939,Torbjörn,Average Time Alive,general
34947,Torbjörn,Overload Kills,hero_specific
34948,Torbjörn,Quick Melee Ticks,some_shared
35299,Reaper,Damage - Death Blossom,hero_specific
35300,Reaper,Damage - Quick Melee,some_shared
35303,Reaper,Death Blossom Efficiency,hero_specific
35304,Reaper,Death Blossom Kills,hero_specific
35305,Reaper,Death Blossoms,hero_specific
35311,Reaper,Multikills,general
35314,Reaper,Quick Melee Accuracy,some_shared
35315,Reaper,Quick Melee Hits,some_shared
35322,Reaper,Solo Kills,general
35329,Reaper,Ultimates Used,general
35336,Symmetra,Damage - Quick Melee,some_shared
35356,Symmetra,Quick Melee Accuracy,some_shared
35357,Symmetra,Quick Melee Hits,some_shared
35398,Tracer,Turrets Destroyed,some_shared
36182,Doomfist,Time Discorded,some_shared
36991,Soldier: 76,Damage - Quick Melee,some_shared
37005,Soldier: 76,Quick Melee Accuracy,some_shared
37006,Soldier: 76,Quick Melee Hits,some_shared
37013,Soldier: 76,Solo Kills,general
38547,Reaper,Critical Hit Kills,some_shared
40765,Ashe,Melee Final Blows,some_shared
41897,Hanzo,Multikills,general
42242,Sigma,Ultimates Negated,some_shared
43612,Torbjörn,Damage - Quick Melee,some_shared
43614,Torbjörn,Damage - Weapon Secondary,some_shared
43623,Torbjörn,Multikills,general
43626,Torbjörn,Quick Melee Accuracy,some_shared
43627,Torbjörn,Quick Melee Hits,some_shared
45688,Sigma,Turrets Destroyed,some_shared
48047,Junkrat,Time Discorded,some_shared
48049,Junkrat,Time Hacked,some_shared
48488,Widowmaker,Melee Final Blows,some_shared
48512,Widowmaker,Venom Mine Kills,hero_specific
48893,Ana,Environmental Kills,some_shared
50206,Junkrat,Damage - RIP-Tire,hero_specific
50207,Junkrat,Damage - Total Mayhem,hero_specific
50219,Junkrat,RIP-Tire Efficiency,hero_specific
50220,Junkrat,RIP-Tire Kills,hero_specific
50399,Symmetra,Environmental Deaths,some_shared
52661,Hanzo,Melee Final Blows,some_shared
55577,Orisa,Solo Kills,general
55851,Reinhardt,Environmental Kills,some_shared
56131,Symmetra,Solo Kills,general
68472,Soldier: 76,Time Discorded,some_shared
71685,Pharah,Time Hacked,some_shared
74774,Junkrat,Damage - Quick Melee,some_shared
74782,Junkrat,Environmental Deaths,some_shared
74790,Junkrat,Quick Melee Accuracy,some_shared
74791,Junkrat,Quick Melee Hits,some_shared
74990,Orisa,Turrets Destroyed,some_shared
78129,Symmetra,Time Discorded,some_shared
88145,Moira,Multikills,general
95601,Brigitte,Turrets Destroyed,some_shared
96599,Pharah,Environmental Deaths,some_shared
98945,Torbjörn,Damage - Weapon Hammer,hero_specific
98952,Torbjörn,Hammer Kills,hero_specific
98966,Torbjörn,Time Hacked,some_shared
99532,Moira,Environmental Deaths,some_shared
100591,Bastion,Assists,general
100601,Bastion,Objective Kills,general
100881,Mercy,Environmental Deaths,some_shared
101790,Hanzo,Turrets Destroyed,some_shared
104778,Winston,Turrets Destroyed,some_shared
105008,Sombra,Turrets Destroyed,some_shared
106539,Genji,Critical Hit Kills,some_shared
123954,Junkrat,Offensive Assists,some_shared
125267,Bastion,Multikills,general
125269,Bastion,Objective Time,general
129924,Orisa,Melee Final Blows,some_shared
138914,Roadhog,All Damage Done,general
138915,Roadhog,Critical Hit Accuracy,some_shared
138916,Roadhog,Critical Hits,some_shared
138917,Roadhog,Damage - Weapon Secondary,some_shared
138920,Roadhog,Hero Damage Done,general
138923,Roadhog,Shots Fired,some_shared
138924,Roadhog,Shots Hit,some_shared
138925,Roadhog,Shots Missed,some_shared
138931,Roadhog,Weapon Accuracy,some_shared
141000,Moira,Melee Final Blows,some_shared
154864,Ana,Turrets Destroyed,some_shared
155005,Mercy,Turrets Destroyed,some_shared
160491,Doomfist,Environmental Deaths,some_shared
173788,Widowmaker,Environmental Deaths,some_shared
183897,Zarya,Environmental Kills,some_shared
201820,Moira,Solo Kills,general
203555,Hanzo,Time Hacked,some_shared
212124,Soldier: 76,Environmental Deaths,some_shared
223199,Soldier: 76,Time Hacked,some_shared
228945,Roadhog,Assists,general
228947,Roadhog,Barrier Damage Done,general
228949,Roadhog,Critical Hit Kills,some_shared
228951,Roadhog,Damage - Chain Hook,hero_specific
228952,Roadhog,Damage - Quick Melee,some_shared
228953,Roadhog,Damage - Weapon Primary,some_shared
228955,Roadhog,Damage - Whole Hog,hero_specific
228957,Roadhog,Deaths,general
228958,Roadhog,Eliminations,general
228959,Roadhog,Enemies Hooked,hero_specific
228960,Roadhog,Environmental Kills,some_shared
228961,Roadhog,Final Blows,general
228964,Roadhog,Hook Accuracy,hero_specific
228966,Roadhog,Knockback Kills,some_shared
228967,Roadhog,Melee Final Blows,some_shared
228968,Roadhog,Multikills,general
228969,Roadhog,Objective Kills,general
228970,Roadhog,Objective Time,general
228971,Roadhog,Offensive Assists,some_shared
228972,Roadhog,Quick Melee Accuracy,some_shared
228973,Roadhog,Quick Melee Hits,some_shared
228975,Roadhog,Self Healing,some_shared
228976,Roadhog,Self Healing Percent of Damage Taken,some_shared
228980,Roadhog,Solo Kills,general
228984,Roadhog,Time Holding Ultimate,general
228987,Roadhog,Ultimates Used,general
228989,Roadhog,Whole Hog Efficiency,hero_specific
228990,Roadhog,Whole Hog Kills,hero_specific
232809,Soldier: 76,Multikills,general
233597,Orisa,Environmental Deaths,some_shared
235890,Soldier: 76,Melee Final Blows,some_shared
238589,Reaper,Melee Final Blows,some_shared
242321,Soldier: 76,Turrets Destroyed,some_shared
254313,Moira,Turrets Destroyed,some_shared
259620,Reaper,Environmental Deaths,some_shared
262029,Genji,Turrets Destroyed,some_shared
269089,Torbjörn,Melee Final Blows,some_shared
274504,McCree,Environmental Kills,some_shared
278410,Reaper,Environmental Kills,some_shared
287557,Genji,Environmental Deaths,some_shared
292802,Reaper,Turrets Destroyed,some_shared
293141,Pharah,Environmental Kills,some_shared
298341,Roadhog,Environmental Deaths,some_shared
298609,Bastion,Tank Efficiency,hero_specific
298610,Bastion,Tank Kills,hero_specific
381214,Symmetra,Melee Final Blows,some_shared
382602,Widowmaker,Multikills,general
394456,Soldier: 76,Environmental Kills,some_shared
414777,Torbjörn,Environmental Deaths,some_shared
421850,Torbjörn,Turrets Destroyed,some_shared
438512,Tracer,Environmental Kills,some_shared
443756,Reaper,Time Discorded,some_shared
470596,Junkrat,Multikills,general
478358,Roadhog,Time Discorded,some_shared
515077,Genji,Time Hacked,some_shared
520226,Junkrat,Total Mayhem Kills,hero_specific
530414,Orisa,Environmental Kills,some_shared
699748,Widowmaker,Turrets Destroyed,some_shared
823191,Roadhog,Time Hacked,some_shared
865437,Genji,Environmental Kills,some_shared
1006815,Mercy,Multikills,general
